Hand,Bid,Type,Type Sort,Hand Tuple,Hand Sort,Rank,Winnings
28288,689,FH,2,"('2', '8', '2', '8', '8')","(12, 6, 12, 6, 6)",804,553956
29292,549,FH,2,"('2', '9', '2', '9', '2')","(12, 5, 12, 5, 12)",805,441945
2J2J2,355,FH,2,"('2', 'J', '2', 'J', '2')","(12, 3, 12, 3, 12)",806,286130
2Q2QQ,72,FH,2,"('2', 'Q', '2', 'Q', 'Q')","(12, 2, 12, 2, 2)",807,58104
2KK2K,764,FH,2,"('2', 'K', 'K', '2', 'K')","(12, 1, 1, 12, 1)",808,617312
33Q3Q,740,FH,2,"('3', '3', 'Q', '3', 'Q')","(11, 11, 2, 11, 2)",809,598660
35335,515,FH,2,"('3', '5', '3', '3', '5')","(11, 9, 11, 11, 9)",810,417150
38383,211,FH,2,"('3', '8', '3', '8', '3')","(11, 6, 11, 6, 11)",811,171121
3TT3T,894,FH,2,"('3', 'T', 'T', '3', 'T')","(11, 4, 4, 11, 4)",812,725928
3KKK3,699,FH,2,"('3', 'K', 'K', 'K', '3')","(11, 1, 1, 1, 11)",813,568287
44242,330,FH,2,"('4', '4', '2', '4', '2')","(10, 10, 12, 10, 12)",814,268620
44333,96,FH,2,"('4', '4', '3', '3', '3')","(10, 10, 11, 11, 11)",815,78240
44433,582,FH,2,"('4', '4', '4', '3', '3')","(10, 10, 10, 11, 11)",816,474912
44664,974,FH,2,"('4', '4', '6', '6', '4')","(10, 10, 8, 8, 10)",817,795758
44848,134,FH,2,"('4', '4', '8', '4', '8')","(10, 10, 6, 10, 6)",818,109612
44TTT,760,FH,2,"('4', '4', 'T', 'T', 'T')","(10, 10, 4, 4, 4)",819,622440
45455,7,FH,2,"('4', '5', '4', '5', '5')","(10, 9, 10, 9, 9)",820,5740
47474,258,FH,2,"('4', '7', '4', '7', '4')","(10, 7, 10, 7, 10)",821,211818
47477,784,FH,2,"('4', '7', '4', '7', '7')","(10, 7, 10, 7, 7)",822,644448
54544,844,FH,2,"('5', '4', '5', '4', '4')","(9, 10, 9, 10, 10)",823,694612
56566,268,FH,2,"('5', '6', '5', '6', '6')","(9, 8, 9, 8, 8)",824,220832
57575,891,FH,2,"('5', '7', '5', '7', '5')","(9, 7, 9, 7, 9)",825,735075
5J5J5,99,FH,2,"('5', 'J', '5', 'J', '5')","(9, 3, 9, 3, 9)",826,81774
5Q5Q5,972,FH,2,"('5', 'Q', '5', 'Q', '5')","(9, 2, 9, 2, 9)",827,803844
66336,746,FH,2,"('6', '6', '3', '3', '6')","(8, 8, 11, 11, 8)",828,617688
66677,835,FH,2,"('6', '6', '6', '7', '7')","(8, 8, 8, 7, 7)",829,692215
66868,329,FH,2,"('6', '6', '8', '6', '8')","(8, 8, 6, 8, 6)",830,273070
66Q6Q,61,FH,2,"('6', '6', 'Q', '6', 'Q')","(8, 8, 2, 8, 2)",831,50691
66KK6,29,FH,2,"('6', '6', 'K', 'K', '6')","(8, 8, 1, 1, 8)",832,24128
69969,966,FH,2,"('6', '9', '9', '6', '9')","(8, 5, 5, 8, 5)",833,804678
6QQ6Q,315,FH,2,"('6', 'Q', 'Q', '6', 'Q')","(8, 2, 2, 8, 2)",834,262710
6AAA6,205,FH,2,"('6', 'A', 'A', 'A', '6')","(8, 0, 0, 0, 8)",835,171175
77373,267,FH,2,"('7', '7', '3', '7', '3')","(7, 7, 11, 7, 11)",836,223212
77557,88,FH,2,"('7', '7', '5', '5', '7')","(7, 7, 9, 9, 7)",837,73656
777TT,418,FH,2,"('7', '7', '7', 'T', 'T')","(7, 7, 7, 4, 4)",838,350284
777QQ,652,FH,2,"('7', '7', '7', 'Q', 'Q')","(7, 7, 7, 2, 2)",839,547028
78877,316,FH,2,"('7', '8', '8', '7', '7')","(7, 6, 6, 7, 7)",840,265440
7JJ77,729,FH,2,"('7', 'J', 'J', '7', '7')","(7, 3, 3, 7, 7)",841,613089
7K7KK,857,FH,2,"('7', 'K', '7', 'K', 'K')","(7, 1, 7, 1, 1)",842,721594
82822,710,FH,2,"('8', '2', '8', '2', '2')","(6, 12, 6, 12, 12)",843,598530
85588,948,FH,2,"('8', '5', '5', '8', '8')","(6, 9, 9, 6, 6)",844,800112
88K8K,260,FH,2,"('8', '8', 'K', '8', 'K')","(6, 6, 1, 6, 1)",845,219700
89898,16,FH,2,"('8', '9', '8', '9', '8')","(6, 5, 6, 5, 6)",846,13536
89899,733,FH,2,"('8', '9', '8', '9', '9')","(6, 5, 6, 5, 5)",847,620851
8T8T8,272,FH,2,"('8', 'T', '8', 'T', '8')","(6, 4, 6, 4, 6)",848,230656
8AA88,347,FH,2,"('8', 'A', 'A', '8', '8')","(6, 0, 0, 6, 6)",849,294603
94949,565,FH,2,"('9', '4', '9', '4', '9')","(5, 10, 5, 10, 5)",850,480250
99229,624,FH,2,"('9', '9', '2', '2', '9')","(5, 5, 12, 12, 5)",851,531024
99333,388,FH,2,"('9', '9', '3', '3', '3')","(5, 5, 11, 11, 11)",852,330576
99595,700,FH,2,"('9', '9', '5', '9', '5')","(5, 5, 9, 5, 9)",853,597100
99T9T,139,FH,2,"('9', '9', 'T', '9', 'T')","(5, 5, 4, 5, 4)",854,118706
9JJ99,823,FH,2,"('9', 'J', 'J', '9', '9')","(5, 3, 3, 5, 5)",855,703665
9JJJ9,500,FH,2,"('9', 'J', 'J', 'J', '9')","(5, 3, 3, 3, 5)",856,428000
9Q99Q,620,FH,2,"('9', 'Q', '9', '9', 'Q')","(5, 2, 5, 5, 2)",857,531340
9QQQ9,22,FH,2,"('9', 'Q', 'Q', 'Q', '9')","(5, 2, 2, 2, 5)",858,18876
9K99K,993,FH,2,"('9', 'K', '9', '9', 'K')","(5, 1, 5, 5, 1)",859,852987
T3T33,492,FH,2,"('T', '3', 'T', '3', '3')","(4, 11, 4, 11, 11)",860,423120
T5TT5,829,FH,2,"('T', '5', 'T', 'T', '5')","(4, 9, 4, 4, 9)",861,713769
T6T66,300,FH,2,"('T', '6', 'T', '6', '6')","(4, 8, 4, 8, 8)",862,258600
TT22T,240,FH,2,"('T', 'T', '2', '2', 'T')","(4, 4, 12, 12, 4)",863,207120
TT555,683,FH,2,"('T', 'T', '5', '5', '5')","(4, 4, 9, 9, 9)",864,590112
TTT77,594,FH,2,"('T', 'T', 'T', '7', '7')","(4, 4, 4, 7, 7)",865,513810
TTKKK,736,FH,2,"('T', 'T', 'K', 'K', 'K')","(4, 4, 1, 1, 1)",866,637376
TAATT,210,FH,2,"('T', 'A', 'A', 'T', 'T')","(4, 0, 0, 4, 4)",867,182070
J3J33,634,FH,2,"('J', '3', 'J', '3', '3')","(3, 11, 3, 11, 11)",868,550312
J6J66,886,FH,2,"('J', '6', 'J', '6', '6')","(3, 8, 3, 8, 8)",869,769934
JTTJT,18,FH,2,"('J', 'T', 'T', 'J', 'T')","(3, 4, 4, 3, 4)",870,15660
JJ33J,281,FH,2,"('J', 'J', '3', '3', 'J')","(3, 3, 11, 11, 3)",871,244751
JJ444,597,FH,2,"('J', 'J', '4', '4', '4')","(3, 3, 10, 10, 10)",872,520584
JJ888,614,FH,2,"('J', 'J', '8', '8', '8')","(3, 3, 6, 6, 6)",873,536022
JKKJK,359,FH,2,"('J', 'K', 'K', 'J', 'K')","(3, 1, 1, 3, 1)",874,313766
Q3Q3Q,724,FH,2,"('Q', '3', 'Q', '3', 'Q')","(2, 11, 2, 11, 2)",875,633500
Q4Q44,380,FH,2,"('Q', '4', 'Q', '4', '4')","(2, 10, 2, 10, 10)",876,332880
Q88Q8,402,FH,2,"('Q', '8', '8', 'Q', '8')","(2, 6, 6, 2, 6)",877,352554
QJQJQ,761,FH,2,"('Q', 'J', 'Q', 'J', 'Q')","(2, 3, 2, 3, 2)",878,668158
QQQTT,524,FH,2,"('Q', 'Q', 'Q', 'T', 'T')","(2, 2, 2, 4, 4)",879,460596
QKKQK,630,FH,2,"('Q', 'K', 'K', 'Q', 'K')","(2, 1, 1, 2, 1)",880,554400
QAAQA,310,FH,2,"('Q', 'A', 'A', 'Q', 'A')","(2, 0, 0, 2, 0)",881,273110
K222K,557,FH,2,"('K', '2', '2', '2', 'K')","(1, 12, 12, 12, 1)",882,491274
K4K4K,191,FH,2,"('K', '4', 'K', '4', 'K')","(1, 10, 1, 10, 1)",883,168653
K6K6K,475,FH,2,"('K', '6', 'K', '6', 'K')","(1, 8, 1, 8, 1)",884,419900
K9K9K,581,FH,2,"('K', '9', 'K', '9', 'K')","(1, 5, 1, 5, 1)",885,514185
KQQQK,807,FH,2,"('K', 'Q', 'Q', 'Q', 'K')","(1, 2, 2, 2, 1)",886,715002
KKK88,337,FH,2,"('K', 'K', 'K', '8', '8')","(1, 1, 1, 6, 6)",887,298919
A222A,390,FH,2,"('A', '2', '2', '2', 'A')","(0, 12, 12, 12, 0)",888,346320
A2A2A,551,FH,2,"('A', '2', 'A', '2', 'A')","(0, 12, 0, 12, 0)",889,489839
A4AA4,313,FH,2,"('A', '4', 'A', 'A', '4')","(0, 10, 0, 0, 10)",890,278570
A6A66,43,FH,2,"('A', '6', 'A', '6', '6')","(0, 8, 0, 8, 8)",891,38313
A9A9A,511,FH,2,"('A', '9', 'A', '9', 'A')","(0, 5, 0, 5, 0)",892,455812
AJAJA,861,FH,2,"('A', 'J', 'A', 'J', 'A')","(0, 3, 0, 3, 0)",893,768873
AQQAQ,71,FH,2,"('A', 'Q', 'Q', 'A', 'Q')","(0, 2, 2, 0, 2)",894,63474
AATTA,409,FH,2,"('A', 'A', 'T', 'T', 'A')","(0, 0, 4, 4, 0)",895,366055
AAA33,321,FH,2,"('A', 'A', 'A', '3', '3')","(0, 0, 0, 11, 11)",896,287616
22223,198,4K,1,"('2', '2', '2', '2', '3')","(12, 12, 12, 12, 11)",897,177606
22282,833,4K,1,"('2', '2', '2', '8', '2')","(12, 12, 12, 6, 12)",898,748034
22522,165,4K,1,"('2', '2', '5', '2', '2')","(12, 12, 9, 12, 12)",899,148335
22J22,618,4K,1,"('2', '2', 'J', '2', '2')","(12, 12, 3, 12, 12)",900,556200
33323,215,4K,1,"('3', '3', '3', '2', '3')","(11, 11, 11, 12, 11)",901,193715
33338,915,4K,1,"('3', '3', '3', '3', '8')","(11, 11, 11, 11, 6)",902,825330
33363,841,4K,1,"('3', '3', '3', '6', '3')","(11, 11, 11, 8, 11)",903,759423
33373,82,4K,1,"('3', '3', '3', '7', '3')","(11, 11, 11, 7, 11)",904,74128
33T33,486,4K,1,"('3', '3', 'T', '3', '3')","(11, 11, 4, 11, 11)",905,439830
33J33,896,4K,1,"('3', '3', 'J', '3', '3')","(11, 11, 3, 11, 11)",906,811776
33K33,406,4K,1,"('3', '3', 'K', '3', '3')","(11, 11, 1, 11, 11)",907,368242
35333,189,4K,1,"('3', '5', '3', '3', '3')","(11, 9, 11, 11, 11)",908,171612
37777,182,4K,1,"('3', '7', '7', '7', '7')","(11, 7, 7, 7, 7)",909,165438
3TTTT,136,4K,1,"('3', 'T', 'T', 'T', 'T')","(11, 4, 4, 4, 4)",910,123760
3Q333,871,4K,1,"('3', 'Q', '3', '3', '3')","(11, 2, 11, 11, 11)",911,793481
3AAAA,945,4K,1,"('3', 'A', 'A', 'A', 'A')","(11, 0, 0, 0, 0)",912,861840
44244,144,4K,1,"('4', '4', '2', '4', '4')","(10, 10, 12, 10, 10)",913,131472
44434,399,4K,1,"('4', '4', '4', '3', '4')","(10, 10, 10, 11, 10)",914,364686
44448,464,4K,1,"('4', '4', '4', '4', '8')","(10, 10, 10, 10, 6)",915,424560
4444K,726,4K,1,"('4', '4', '4', '4', 'K')","(10, 10, 10, 10, 1)",916,665016
44454,647,4K,1,"('4', '4', '4', '5', '4')","(10, 10, 10, 9, 10)",917,593299
444J4,752,4K,1,"('4', '4', '4', 'J', '4')","(10, 10, 10, 3, 10)",918,690336
44644,278,4K,1,"('4', '4', '6', '4', '4')","(10, 10, 8, 10, 10)",919,255482
49444,339,4K,1,"('4', '9', '4', '4', '4')","(10, 5, 10, 10, 10)",920,311880
4T444,320,4K,1,"('4', 'T', '4', '4', '4')","(10, 4, 10, 10, 10)",921,294720
4Q444,362,4K,1,"('4', 'Q', '4', '4', '4')","(10, 2, 10, 10, 10)",922,333764
4QQQQ,172,4K,1,"('4', 'Q', 'Q', 'Q', 'Q')","(10, 2, 2, 2, 2)",923,158756
4A444,830,4K,1,"('4', 'A', '4', '4', '4')","(10, 0, 10, 10, 10)",924,766920
55355,936,4K,1,"('5', '5', '3', '5', '5')","(9, 9, 11, 9, 9)",925,865800
55525,112,4K,1,"('5', '5', '5', '2', '5')","(9, 9, 9, 12, 9)",926,103712
55557,118,4K,1,"('5', '5', '5', '5', '7')","(9, 9, 9, 9, 7)",927,109386
5555K,869,4K,1,"('5', '5', '5', '5', 'K')","(9, 9, 9, 9, 1)",928,806432
55T55,242,4K,1,"('5', '5', 'T', '5', '5')","(9, 9, 4, 9, 9)",929,224818
55J55,840,4K,1,"('5', '5', 'J', '5', '5')","(9, 9, 3, 9, 9)",930,781200
55A55,901,4K,1,"('5', '5', 'A', '5', '5')","(9, 9, 0, 9, 9)",931,838831
56666,383,4K,1,"('5', '6', '6', '6', '6')","(9, 8, 8, 8, 8)",932,356956
5TTTT,876,4K,1,"('5', 'T', 'T', 'T', 'T')","(9, 4, 4, 4, 4)",933,817308
5Q555,235,4K,1,"('5', 'Q', '5', '5', '5')","(9, 2, 9, 9, 9)",934,219490
62222,882,4K,1,"('6', '2', '2', '2', '2')","(8, 12, 12, 12, 12)",935,824670
66626,884,4K,1,"('6', '6', '6', '2', '6')","(8, 8, 8, 12, 8)",936,827424
66676,306,4K,1,"('6', '6', '6', '7', '6')","(8, 8, 8, 7, 8)",937,286722
66686,663,4K,1,"('6', '6', '6', '8', '6')","(8, 8, 8, 6, 8)",938,621894
66J66,725,4K,1,"('6', '6', 'J', '6', '6')","(8, 8, 3, 8, 8)",939,680775
6Q666,87,4K,1,"('6', 'Q', '6', '6', '6')","(8, 2, 8, 8, 8)",940,81780
72777,193,4K,1,"('7', '2', '7', '7', '7')","(7, 12, 7, 7, 7)",941,181613
77767,352,4K,1,"('7', '7', '7', '6', '7')","(7, 7, 7, 8, 7)",942,331584
77775,58,4K,1,"('7', '7', '7', '7', '5')","(7, 7, 7, 7, 9)",943,54694
7777J,860,4K,1,"('7', '7', '7', '7', 'J')","(7, 7, 7, 7, 3)",944,811840
77797,389,4K,1,"('7', '7', '7', '9', '7')","(7, 7, 7, 5, 7)",945,367605
77K77,770,4K,1,"('7', '7', 'K', '7', '7')","(7, 7, 1, 7, 7)",946,728420
78777,349,4K,1,"('7', '8', '7', '7', '7')","(7, 6, 7, 7, 7)",947,330503
7QQQQ,365,4K,1,"('7', 'Q', 'Q', 'Q', 'Q')","(7, 2, 2, 2, 2)",948,346020
84888,997,4K,1,"('8', '4', '8', '8', '8')","(6, 10, 6, 6, 6)",949,946153
85555,51,4K,1,"('8', '5', '5', '5', '5')","(6, 9, 9, 9, 9)",950,48450
88388,63,4K,1,"('8', '8', '3', '8', '8')","(6, 6, 11, 6, 6)",951,59913
88886,360,4K,1,"('8', '8', '8', '8', '6')","(6, 6, 6, 6, 8)",952,342720
88887,970,4K,1,"('8', '8', '8', '8', '7')","(6, 6, 6, 6, 7)",953,924410
8888Q,143,4K,1,"('8', '8', '8', '8', 'Q')","(6, 6, 6, 6, 2)",954,136422
88J88,738,4K,1,"('8', '8', 'J', '8', '8')","(6, 6, 3, 6, 6)",955,704790
8K888,445,4K,1,"('8', 'K', '8', '8', '8')","(6, 1, 6, 6, 6)",956,425420
92222,452,4K,1,"('9', '2', '2', '2', '2')","(5, 12, 12, 12, 12)",957,432564
94999,8,4K,1,"('9', '4', '9', '9', '9')","(5, 10, 5, 5, 5)",958,7664
96666,734,4K,1,"('9', '6', '6', '6', '6')","(5, 8, 8, 8, 8)",959,703906
99969,401,4K,1,"('9', '9', '9', '6', '9')","(5, 5, 5, 8, 5)",960,384960
99995,432,4K,1,"('9', '9', '9', '9', '5')","(5, 5, 5, 5, 9)",961,415152
99997,851,4K,1,"('9', '9', '9', '9', '7')","(5, 5, 5, 5, 7)",962,818662
999K9,981,4K,1,"('9', '9', '9', 'K', '9')","(5, 5, 5, 1, 5)",963,944703
99T99,735,4K,1,"('9', '9', 'T', '9', '9')","(5, 5, 4, 5, 5)",964,708540
99Q99,117,4K,1,"('9', '9', 'Q', '9', '9')","(5, 5, 2, 5, 5)",965,112905
T2222,781,4K,1,"('T', '2', '2', '2', '2')","(4, 12, 12, 12, 12)",966,754446
T4TTT,86,4K,1,"('T', '4', 'T', 'T', 'T')","(4, 10, 4, 4, 4)",967,83162
T6TTT,304,4K,1,"('T', '6', 'T', 'T', 'T')","(4, 8, 4, 4, 4)",968,294272
T9TTT,916,4K,1,"('T', '9', 'T', 'T', 'T')","(4, 5, 4, 4, 4)",969,887604
TTTT2,13,4K,1,"('T', 'T', 'T', 'T', '2')","(4, 4, 4, 4, 12)",970,12610
TKTTT,526,4K,1,"('T', 'K', 'T', 'T', 'T')","(4, 1, 4, 4, 4)",971,510746
J8JJJ,271,4K,1,"('J', '8', 'J', 'J', 'J')","(3, 6, 3, 3, 3)",972,263412
J9999,995,4K,1,"('J', '9', '9', '9', '9')","(3, 5, 5, 5, 5)",973,968135
JTTTT,116,4K,1,"('J', 'T', 'T', 'T', 'T')","(3, 4, 4, 4, 4)",974,112984
JKKKK,50,4K,1,"('J', 'K', 'K', 'K', 'K')","(3, 1, 1, 1, 1)",975,48750
Q9QQQ,742,4K,1,"('Q', '9', 'Q', 'Q', 'Q')","(2, 5, 2, 2, 2)",976,724192
QTTTT,456,4K,1,"('Q', 'T', 'T', 'T', 'T')","(2, 4, 4, 4, 4)",977,445512
QQ2QQ,638,4K,1,"('Q', 'Q', '2', 'Q', 'Q')","(2, 2, 12, 2, 2)",978,623964
QQ5QQ,103,4K,1,"('Q', 'Q', '5', 'Q', 'Q')","(2, 2, 9, 2, 2)",979,100837
QQ8QQ,622,4K,1,"('Q', 'Q', '8', 'Q', 'Q')","(2, 2, 6, 2, 2)",980,609560
QQJQQ,231,4K,1,"('Q', 'Q', 'J', 'Q', 'Q')","(2, 2, 3, 2, 2)",981,226611
QQQTQ,755,4K,1,"('Q', 'Q', 'Q', 'T', 'Q')","(2, 2, 2, 4, 2)",982,741410
QQQQ3,225,4K,1,"('Q', 'Q', 'Q', 'Q', '3')","(2, 2, 2, 2, 11)",983,221175
QQQAQ,472,4K,1,"('Q', 'Q', 'Q', 'A', 'Q')","(2, 2, 2, 0, 2)",984,464448
QAAAA,873,4K,1,"('Q', 'A', 'A', 'A', 'A')","(2, 0, 0, 0, 0)",985,859905
K2222,59,4K,1,"('K', '2', '2', '2', '2')","(1, 12, 12, 12, 12)",986,58174
K5KKK,243,4K,1,"('K', '5', 'K', 'K', 'K')","(1, 9, 1, 1, 1)",987,239841
K9KKK,713,4K,1,"('K', '9', 'K', 'K', 'K')","(1, 5, 1, 1, 1)",988,704444
KQQQQ,804,4K,1,"('K', 'Q', 'Q', 'Q', 'Q')","(1, 2, 2, 2, 2)",989,795156
KKK2K,902,4K,1,"('K', 'K', 'K', '2', 'K')","(1, 1, 1, 12, 1)",990,892980
KKKK6,797,4K,1,"('K', 'K', 'K', 'K', '6')","(1, 1, 1, 1, 8)",991,789827
KKKKA,110,4K,1,"('K', 'K', 'K', 'K', 'A')","(1, 1, 1, 1, 0)",992,109120
A6666,482,4K,1,"('A', '6', '6', '6', '6')","(0, 8, 8, 8, 8)",993,478626
ATTTT,491,4K,1,"('A', 'T', 'T', 'T', 'T')","(0, 4, 4, 4, 4)",994,488054
AA9AA,124,4K,1,"('A', 'A', '9', 'A', 'A')","(0, 0, 5, 0, 0)",995,123380
AATAA,3,4K,1,"('A', 'A', 'T', 'A', 'A')","(0, 0, 4, 0, 0)",996,2988
AAJAA,317,4K,1,"('A', 'A', 'J', 'A', 'A')","(0, 0, 3, 0, 0)",997,316049
AAA7A,540,4K,1,"('A', 'A', 'A', '7', 'A')","(0, 0, 0, 7, 0)",998,538920
AAAA4,276,4K,1,"('A', 'A', 'A', 'A', '4')","(0, 0, 0, 0, 10)",999,275724
JJJJJ,145,5K,0,"('J', 'J', 'J', 'J', 'J')","(3, 3, 3, 3, 3)",1000,145000
